row retention time,row identity (main ID),row identity (all IDs),Wein_HA1_060218_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_HA1_060619_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_HA1_060717_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_HA1_082517_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_HA2_062718_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_HA2_081319_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_HA3_082218_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_HA4_060619_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_HA4_062718_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_HA4_081319_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_HA5_060717_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_HA5_081319_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_HA5_082218_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_HA6_060218_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_HA6_062718_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_HA6_082218_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_HA7_060218_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_HA7_060717_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_HA7_082517_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_HA8_082517_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_HS1_060619_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_MA2_062618_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_MA3_060318_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_MA3_081017_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_MA4_081017_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_MA4_082018_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_MA5_062717_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_MA6_060318_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_MA6_062717_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_MA6_081419_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_MA6_082018_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_MA7_060318_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_MA7_062618_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_MA7_062717_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_MA7_081419_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_MA8_062618_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_MA8_081017_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_MA8_081419_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_MA8_082018_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_MS4_060819_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_MS5_060819_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_MS6_060819_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_XA1_082118_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_XA2_060117_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_XA2_060118_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_XA2_081219_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_XA2_082417_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_XA4_081219_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_XA5_060117_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_XA5_081219_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_XA5_082118_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_XA5_082417_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_XA6_060117_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_XA7_060118_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_XA8_060118_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_XA8_082118_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_XA8_082417_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_XC1_060719_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_XC6_060719_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height,Wein_XS2_060719_L_Pos_06Apr21_Brandi-WCSH316609.mzML Peak height
25.71621053,Cer(d18:0/24:0),Cer(d18:0/24:0);Cer(d18:0/24:0),2937729.5,3467082.25,811886,4360978,371016.375,2395923.25,2260301.25,2142892,1988542.25,4000814.25,1074860.25,1000162.375,449187.7188,626536.5,1012771,1171132.125,608588.4375,953611.6875,3678493.75,4387556,1161206.625,510558.75,241926.875,223075.8281,396089.7188,177363.6719,299073.0625,224735.7656,297413.1563,223231.5938,851652,181647.2656,497305.7188,508345.6563,522764.1875,183406.4531,358159.4375,173197.9063,278710.9688,255121.1094,324680.4063,281779.3438,303468.8438,211674.8281,346633.9688,201875.2813,429897.8438,250287.5,127312.2656,464729.7813,380448.2813,139238.5156,436177.125,226330.6406,322676.125,153544,218936.9844,235169.0156,118120.6094,202030.25
18.25579278,Cer(d18:1/16:0(2OH))_A,Cer(d18:1/16:0(2OH))_A;Cer(d18:1/16:0(2OH))_A,208893.7656,198767.2813,471765.5,144057.0781,250593.2969,289332.875,389149.5313,320822.6875,236589.5156,246079.6094,258511.0781,346115.75,464405.125,267640.875,288613.1563,299002.2188,384729.6563,400659.0313,576613,184683.8906,570956.125,854772.25,703712.3125,873209.75,1281436,2177793.25,1236854.25,1077570.375,1550825.5,2199505,343318.8438,1515076.75,1037188.5,858028.5625,416381.125,1285538.75,1391422.875,2024142.25,1077655.625,351192.5313,777214.125,681340.875,671865.8125,979489.875,1116272.875,600189.375,520766.9688,1145142.125,930155.0625,735771.25,304881.9375,1021631.313,194708.5781,302428.5,792384,2138909.5,1626349.25,829665.5625,1774032.625,2463917
18.48485903,Cer(d18:1/16:0(2OH))_B,Cer(d18:1/16:0(2OH))_B;Cer(d18:1/16:0(2OH))_B,238598.0313,344992.6875,617283.875,396095.375,111375.3281,315197,413861.1875,234343.7813,492708.5313,429859.8125,226058.4219,756587.4375,393747.0938,196242.5156,223681.0469,277723.0625,314247.2813,588331.5,168861.1719,204248.1406,279926.8125,587190.625,242974.9688,306965.2813,477711.0938,568677.375,575365.1875,387567.875,719738.125,654568.125,248814.4375,755582.9375,703975.75,581331.75,472757.9063,368101.5,789137.25,462895.25,634188.5,280596.9375,511298.3438,541779.1875,361327.4375,305872.2813,253442.0781,203895.6406,185386,500354.0625,648406.75,336963.7188,307395.3438,673150.5625,148462.9063,225812.8125,418519.1563,1580502.625,586530.4375,348674.9688,2215117.25,921378.5625
19.21775358,Cer(d18:1/16:0(2OH))_C,Cer(d18:1/16:0(2OH))_C,2198791.5,1994011.5,1299797.125,1653313.875,1266532.375,1903180.5,1609428.125,1543953.125,2716382.75,1564848.75,2079369,1987828.625,1636816,1351191.75,1349725.125,1313888.75,755317.375,1452038.875,1349247.875,1653750.375,1310770.5,1326263,961026.25,670797.25,1985725.25,1740106.75,1956444.125,958942.375,1998358.125,1135349.125,2801997.75,940772.0625,3037546,1229802,1938131.125,963109.0625,938743.8125,781603,5258240.5,1790356.5,1678290.875,1979652.875,1112149.75,931277.625,1293101.125,983850.1875,987693.125,1327596.5,1314116.375,1363789.5,1496684.75,1468613.75,734987.625,1511276.25,588322.5625,1395787.125,1353036.375,1390208.375,1485366.5,1090190.875
19.7228595,Cer(d18:1/16:0(2OH))_D,Cer(d18:1/16:0(2OH))_D,104033.5547,133294.5625,331199.125,132963.125,258146.125,145027.5938,256041.8125,249241.9375,133060.3906,201847.3906,203340.5469,266968,431638.375,155918.6875,262543.6875,382730.5625,133080.0313,315968.5625,285561.8438,109224.3906,436492.0625,455020.5938,485538.1875,520880.5313,1006296.563,1927923.625,825531.1875,448062.9688,567281.5,956379.0625,296834.2813,889837.125,530336.75,443347.9063,284253.2813,1148544.75,634575.25,803888.8125,599553.1875,297707.8125,347066.9063,400238.75,1210677.125,717913.3125,973005.8125,476541.5,677542.4375,1017187.125,703226,573463.1875,524505,610865.9375,467971.1875,387191.0938,494708.9063,954833.3125,999460.125,838384.1875,1372585,1015828.063
19.94838331,Cer(d18:1/16:0(2OH))_E,Cer(d18:1/16:0(2OH))_E,549352.625,663106.1875,760869.0625,834277.0625,216948.1563,519651.3125,688251.8125,482183.9063,666126.25,428260.9375,551678.625,837363.875,551372.25,392769.5625,412675,622998,201516.25,781211.75,307019.0625,324507.25,469850.4375,527610.8125,210859.9375,209140.8281,429599.9063,741576.25,567344.5,270165.6875,465297.5,363331.5313,366165.1875,454436.2813,631692.5625,404258.8125,447061.875,479957.5313,480774.4063,345931.1563,596960.125,388434.1875,441205.5313,516626.0313,372926.1563,267162.4688,314969.5,285520.2188,227421.4688,528334.5625,647643.625,338406.5938,386016.2188,552269.3125,196651.9219,409826.0625,329060.875,1050888.5,583797.0625,372209.5938,1548453.875,445604.9063
20.21567161,Cer(d18:1/16:1),Cer(d18:1/16:1),860844.5,1718350.25,717008,717999.3125,263100.5625,779378.25,637576.8125,779889.0625,1037411.688,918296.5,871976.3125,732413.5625,676362.125,601694.8125,596481.75,584227.0625,432890.5,644831.75,524378.4375,607037.875,633433.0625,469201.5938,348644.4063,234772.0938,867770.375,1047434.375,1338458,641901.9375,770029.9375,672686.6875,533991,315382.9375,671030.1875,428990.9375,442994.8438,710617.4375,506750.625,489889.8125,760068.5,387093.4688,543198.6875,609239.5,288348.3125,269904.0625,281220.3438,273240.7813,351101.875,322425.3438,343432.5313,373191.3125,473057.2813,360604.9688,243653.1094,510547.2813,221853.1875,269212.4063,270245.0625,291165.0313,349399.875,396911.5938
24.06867858,Cer(d18:1/24:0(2OH)),Cer(d18:1/24:0(2OH)),5486113.5,6013994,2482557,5946902,2273056.25,6004017.5,5907696,4263221,5627204,7072107.5,3956631.75,3883780.25,3785868.25,4039856.5,3743160.5,3381651,1990144,2210433.5,3809562.25,5567808.5,3165665,1609883.25,497941.375,459986.4063,1136153,1389263.875,1001345,485456.75,1012952.25,505559.5938,2981111.75,438864.0625,2439470.5,2101873,1463290.625,893636.9375,743022.25,592928.625,1645519.5,796924.875,963737.9375,881630.3125,2620881.5,1434610.125,2377824.5,1641837.25,2823583,1743336.875,2354793.5,2580834.25,2527903,2007616.625,2191739,2992892.75,1581343.625,881385.0625,1444039.75,1544440.375,1086641.125,1104704.75
24.60738778,Cer(d18:1/24:0(2OH)),Cer(d18:1/24:0(2OH));Cer(d18:1/24:0(2OH)),2.28E+07,2.25E+07,1.67E+07,2.50E+07,7171167,3.16E+07,2.54E+07,2.85E+07,1.91E+07,2.61E+07,2.01E+07,1.39E+07,1.28E+07,1.50E+07,1.58E+07,1.69E+07,8981007,1.45E+07,1.61E+07,2.82E+07,1.75E+07,8457858,4981801.5,5691825.5,7522172,5882880,5814160,4508590.5,6720609.5,4660753,1.50E+07,4892439.5,7124631,6446678.5,7953840,5961007.5,5255272.5,4340739,5397758.5,6257203,7689362.5,6428218,8103995,6336857.5,8193341.5,1.77E+07,7829593,1.33E+07,1.60E+07,1.57E+07,1.76E+07,2.45E+07,1.31E+07,1.32E+07,7264193.5,1.48E+07,7538849.5,7899243,8348774.5,7041215.5
23.69573622,Cer(d18:1/24:1(2OH)),Cer(d18:1/24:1(2OH)),438470.25,373972.9688,275349.1563,515210.6875,328294.7188,460446.8125,431942.5,293229.125,351816.3438,358266.4063,445334.4375,289788.9375,337412.375,312948.0313,351999.0938,299034.1563,281951.4375,302553.5,376293.9063,422752.6563,284922.3438,260825.3281,205521.9688,149581.375,282673.7813,279582.7813,426294.2188,273785.375,239293.875,203158.5,374207.0938,161957.7813,251720.1563,279198.2188,210229.0781,216511.1875,208622.7344,223544.4844,371307.25,245491.25,224864.2656,205740.3125,158783.2813,210170.0781,226151.0781,134356.0781,227549.0625,181224.2813,139621.3281,207447.8281,208239.4688,70261.59375,132657.375,212093.9844,184313.7813,172514.5938,149966.6719,193617.3281,82413.4375,168651.5781
24.91433556,Cer(d18:1/26:0(2OH)),Cer(d18:1/26:0(2OH)),1093474.125,803826.8125,443212.6875,939846.6875,406364.375,886288.375,959584.9375,628915.75,698190.5625,1155589.5,605248,465188.2188,329197.8438,627454.125,833631.8125,607648.375,389380,424339.6875,604263.875,1063771.125,541293.5625,192971.3438,100817.8438,98305.40625,279663.0938,252040.75,292231.625,113329.8984,261919.6875,91745.63281,387174.5313,134257.4531,258689.25,248222.6094,227077.0313,175814.625,182803.75,115117.8594,203777.9219,207098.625,262218.0313,157084.7656,341820.4063,322669.1875,464656.3125,372290.1875,485003.875,612949.8125,316877.6875,411920.75,475260.4688,373685.875,449827.0313,414521.1875,257147.7656,309491.8438,276463.75,245195.3594,207275.9219,212708.5625
22.66024956,Cer(d18:2/20:1),Cer(d18:2/20:1),1790346.875,2061488,390871.0313,2639957.25,189238.1406,3283635.75,3187923.5,2728054.25,1281830.75,2064762.625,615797.375,1372402.875,219779.3906,266747.75,512670.6563,481405.0313,238548.4219,366948.6875,405352.3125,2620855.5,493770.7188,227307.9063,52393.35547,61826.18359,158148.0469,80721.71875,91989.16406,64319.42969,159420.1719,60365.6875,927714.0625,90233.63281,556392.75,273235.0938,450760.6875,71760.32813,104045.3125,44426.85547,765406,85858.04688,107669.3516,245650.375,118106.4844,98539.5625,96468.9375,109627.5078,116839.3672,132420.3281,167507.1719,120963.7344,106892.0938,103824.1641,82746.96094,134521.5781,70459.07031,97428.5,77925.78906,79785.40625,75685.78125,66562.0625
