"formula","EMSL_class","Class","Class_detailed","AImod","NOSC","HC","OC","DBE_AI","DBE","DBE_C"
"C35H69O4N1","lipid","aliphatic","aliphatic+N",-0.0312,-1.6571,1.97,0.11,-3,2,-0.0857
"C36H73O3N1","lipid","aliphatic","lipid",-0.0448,-1.7778,2.03,0.08,-3,1,-0.0833
"C33H48O10","lignin","unsaturated/lignin","unsaturated/lignin",0.1786,-0.8485,1.45,0.3,0,10,0
"C27H56O12S1","protein","aliphatic","lipid",-0.35,-1.1111,2.07,0.44,-13,0,-0.4815
"C35H52O6","lignin","unsaturated/lignin","unsaturated/lignin",0.2188,-1.1429,1.49,0.17,4,10,0.1143
"C34H52O9","lipid","aliphatic","aliphatic",0.1525,-1,1.53,0.26,0,9,0
"C36H56O5","lipid","aliphatic","aliphatic",0.194,-1.2778,1.56,0.14,4,9,0.1111
"C35H56O8","lipid","aliphatic","aliphatic",0.129,-1.1429,1.6,0.23,0,8,0
"C36H60O7","lipid","aliphatic","aliphatic",0.1077,-1.2778,1.67,0.19,0,7,0
"C33H64O7S1","lipid","aliphatic","aliphatic",-0.0877,-1.4545,1.94,0.21,-6,2,-0.1818
"C34H68O6S1","lipid","aliphatic","lipid",-0.1,-1.5882,2,0.18,-6,1,-0.1765
"C35H72O5S1","lipid","aliphatic","lipid",-0.1111,-1.7143,2.06,0.14,-6,0,-0.1714
"C32H59O7N1","lipid","aliphatic","aliphatic+N",-0.0182,-1.3125,1.84,0.22,-4,4,-0.125
"C33H63O6N1","lipid","aliphatic","aliphatic+N",-0.0345,-1.4545,1.91,0.18,-4,3,-0.1212
"C35H71O4N1","lipid","aliphatic","lipid",-0.0625,-1.7143,2.03,0.11,-4,1,-0.1143
"C41H67O2N1","lipid","aliphatic","aliphatic+N",0.1795,-1.4634,1.63,0.05,6,9,0.1463
"C34H50O7","lignin","unsaturated/lignin","unsaturated/lignin",0.2131,-1.0588,1.47,0.21,3,10,0.0882
"C33H50O10","protein","aliphatic","aliphatic",0.1429,-0.9091,1.52,0.3,-1,9,-0.0303
"C31H54O9","lipid","aliphatic","aliphatic",0.0189,-1.1613,1.74,0.29,-4,5,-0.129
"C35H54O6","lipid","aliphatic","aliphatic",0.1875,-1.2,1.54,0.17,3,9,0.0857
"C34H54O9","lipid","aliphatic","aliphatic",0.1186,-1.0588,1.59,0.26,-1,8,-0.0294
"C36H58O5","lipid","aliphatic","aliphatic",0.1642,-1.3333,1.61,0.14,3,8,0.0833
"C35H58O8","lipid","aliphatic","aliphatic",0.0968,-1.2,1.66,0.23,-1,7,-0.0286
"C39H58O5","lignin","unsaturated/lignin","unsaturated/lignin",0.2329,-1.2308,1.49,0.13,6,11,0.1538
"C37H62O4","lipid","aliphatic","aliphatic",0.1429,-1.4595,1.68,0.11,3,7,0.0811
"C36H62O7","lipid","aliphatic","aliphatic",0.0769,-1.3333,1.72,0.19,-1,6,-0.0278
"C33H67O7P1","lipid","aliphatic","lipid",-0.1228,-1.6061,2.03,0.21,-7,1,-0.2121
"C34H70O6S1","lipid","aliphatic","lipid",-0.1333,-1.6471,2.06,0.18,-7,0,-0.2059
"C32H61O7N1","lipid","aliphatic","aliphatic+N",-0.0545,-1.375,1.91,0.22,-5,3,-0.1562
"C33H65O6N1","lipid","aliphatic","aliphatic+N",-0.069,-1.5152,1.97,0.18,-5,2,-0.1515
"C34H69O5N1","lipid","aliphatic","lipid",-0.082,-1.6471,2.03,0.15,-5,1,-0.1471
"C40H65O3N1","lipid","aliphatic","aliphatic+N",0.1733,-1.4,1.62,0.07,5,9,0.125
"C33H48O8","lignin","unsaturated/lignin","unsaturated/lignin",0.2069,-0.9697,1.45,0.24,2,10,0.0606
"C34H52O7","lipid","aliphatic","aliphatic",0.1803,-1.1176,1.53,0.21,2,9,0.0588
"C33H52O10","protein","aliphatic","aliphatic",0.1071,-0.9697,1.58,0.3,-2,8,-0.0606
"C35H56O6","lipid","aliphatic","aliphatic",0.1562,-1.2571,1.6,0.17,2,8,0.0571
"C34H56O9","lipid","aliphatic","aliphatic",0.0847,-1.1176,1.65,0.26,-2,7,-0.0588
"C36H60O5","lipid","aliphatic","aliphatic",0.1343,-1.3889,1.67,0.14,2,7,0.0556
"C35H60O8","lipid","aliphatic","aliphatic",0.0645,-1.2571,1.71,0.23,-2,6,-0.0571
"C36H64O7","lipid","aliphatic","aliphatic",0.0462,-1.3889,1.78,0.19,-2,5,-0.0556
"C32H63O7N1","lipid","aliphatic","aliphatic+N",-0.0909,-1.4375,1.97,0.22,-6,2,-0.1875
"C33H67O6N1","lipid","aliphatic","lipid",-0.1034,-1.5758,2.03,0.18,-6,1,-0.1818
"C36H67O6N1","lipid","aliphatic","aliphatic+N",0,-1.4444,1.86,0.17,-3,4,-0.0833
"C32H50O11","protein","aliphatic","aliphatic",0.0943,-0.875,1.56,0.34,-3,8,-0.0938
"C37H50O5","lignin","unsaturated/lignin","unsaturated/lignin",0.3043,-1.0811,1.35,0.14,8,13,0.2162
"C33H54O10","protein","aliphatic","aliphatic",0.0714,-1.0303,1.64,0.3,-3,7,-0.0909
"C34H58O9","lipid","aliphatic","aliphatic",0.0508,-1.1765,1.71,0.26,-3,6,-0.0882
"C32H62O8","lipid","aliphatic","aliphatic",-0.0714,-1.4375,1.94,0.25,-6,2,-0.1875
"C35H62O8","lipid","aliphatic","aliphatic",0.0323,-1.3143,1.77,0.23,-3,5,-0.0857
"C37H66O4","lipid","aliphatic","aliphatic",0.0857,-1.5676,1.78,0.11,1,5,0.027
"C36H66O7","lipid","aliphatic","aliphatic",0.0154,-1.4444,1.83,0.19,-3,4,-0.0833
"C38H70O3","lipid","aliphatic","aliphatic",0.0685,-1.6842,1.84,0.08,1,4,0.0263
"C37H70O6","lipid","aliphatic","aliphatic",0,-1.5676,1.89,0.16,-3,3,-0.0811
"C38H74O5","lipid","aliphatic","aliphatic",-0.0141,-1.6842,1.95,0.13,-3,2,-0.0789
"C39H78O4","lipid","aliphatic","lipid",-0.027,-1.7949,2,0.1,-3,1,-0.0769
"C32H65O7N1","lipid","aliphatic","lipid",-0.1273,-1.5,2.03,0.22,-7,1,-0.2188
"C35H65O7N1","lipid","aliphatic","aliphatic+N",-0.0164,-1.3714,1.86,0.2,-4,4,-0.1143
"C37H69O3N1","lipid","aliphatic","aliphatic+N",0.0435,-1.6216,1.86,0.08,0,4,0
"C33H36O9","lignin","unsaturated/lignin","unsaturated/lignin",0.4035,-0.5455,1.09,0.27,7,16,0.2121
"C31H44O10","lignin","unsaturated/lignin","unsaturated/lignin",0.1923,-0.7742,1.42,0.32,0,10,0
"C36H48O6","lignin","unsaturated/lignin","unsaturated/lignin",0.303,-1,1.33,0.17,7,13,0.1944
"C32H52O11","protein","aliphatic","aliphatic",0.0566,-0.9375,1.62,0.34,-4,7,-0.125
"C37H52O5","lignin","unsaturated/lignin","unsaturated/lignin",0.2754,-1.1351,1.41,0.14,7,12,0.1892
"C33H57O8P1","lipid","aliphatic","aliphatic",0.0357,-1.2424,1.73,0.24,-3,6,-0.0909
"C35H60O6","lipid","aliphatic","aliphatic",0.0938,-1.3714,1.71,0.17,0,6,0
"C34H60O9","lipid","aliphatic","aliphatic",0.0169,-1.2353,1.76,0.26,-4,5,-0.1176
"C32H64O8","lipid","aliphatic","lipid",-0.1071,-1.5,2,0.25,-7,1,-0.2188
"C36H64O5","lipid","aliphatic","aliphatic",0.0746,-1.5,1.78,0.14,0,5,0
"C35H64O8","lipid","aliphatic","aliphatic",0,-1.3714,1.83,0.23,-4,4,-0.1143
"C36H68O7","lipid","aliphatic","aliphatic",-0.0154,-1.5,1.89,0.19,-4,3,-0.1111
"C38H72O3","lipid","aliphatic","aliphatic",0.0411,-1.7368,1.89,0.08,0,3,0
"C39H76O2","lipid","aliphatic","aliphatic",0.0263,-1.8462,1.95,0.05,0,2,0
"C36H67O4N1","lipid","aliphatic","aliphatic+N",0.0303,-1.5556,1.86,0.11,-1,4,-0.0278
"C35H67O7N1","lipid","aliphatic","aliphatic+N",-0.0492,-1.4286,1.91,0.2,-5,3,-0.1429
"C37H71O3N1","lipid","aliphatic","aliphatic+N",0.0145,-1.6757,1.92,0.08,-1,3,-0.027
"C38H75O2N1","lipid","aliphatic","aliphatic+N",0,-1.7895,1.97,0.05,-1,2,-0.0263
"C39H79O1N1","lipid","aliphatic","lipid",-0.0133,-1.8974,2.03,0.03,-1,1,-0.0256
"C33H38O9","lignin","unsaturated/lignin","unsaturated/lignin",0.3684,-0.6061,1.15,0.27,6,15,0.1818
"C36H50O6","lignin","unsaturated/lignin","unsaturated/lignin",0.2727,-1.0556,1.39,0.17,6,12,0.1667
"C33H58O10","protein","aliphatic","aliphatic",0,-1.1515,1.76,0.3,-5,5,-0.1515
"C34H62O9","lipid","aliphatic","aliphatic",-0.0169,-1.2941,1.82,0.26,-5,4,-0.1471
"C35H66O6S1","lipid","aliphatic","aliphatic",-0.0323,-1.4857,1.89,0.17,-4,3,-0.1143
"C35H66O8","lipid","aliphatic","aliphatic",-0.0323,-1.4286,1.89,0.23,-5,3,-0.1429
"C40H66O2","lipid","aliphatic","aliphatic",0.1795,-1.55,1.65,0.05,6,8,0.15
"C37H70O4","lipid","aliphatic","aliphatic",0.0286,-1.6757,1.89,0.11,-1,3,-0.027
"C36H70O7","lipid","aliphatic","aliphatic",-0.0462,-1.5556,1.94,0.19,-5,2,-0.1389
"C38H74O3","lipid","aliphatic","aliphatic",0.0137,-1.7895,1.95,0.08,-1,2,-0.0263
"C39H78O2","lipid","aliphatic","lipid",0,-1.8974,2,0.05,-1,1,-0.0256
"C35H65O5N1","lipid","aliphatic","aliphatic+N",0.0159,-1.4857,1.86,0.14,-2,4,-0.0571
"C36H69O4N1","lipid","aliphatic","aliphatic+N",0,-1.6111,1.92,0.11,-2,3,-0.0556
"C37H73O3N1","lipid","aliphatic","aliphatic+N",-0.0145,-1.7297,1.97,0.08,-2,2,-0.0541
"C38H77O2N1","lipid","aliphatic","lipid",-0.0278,-1.8421,2.03,0.05,-2,1,-0.0526
"C31H52O12","protein","aliphatic","aliphatic",0,-0.9032,1.68,0.39,-6,6,-0.1935
"C37H56O5","lipid","aliphatic","aliphatic",0.2174,-1.2432,1.51,0.14,5,10,0.1351
"C36H56O8","lipid","aliphatic","aliphatic",0.1562,-1.1111,1.56,0.22,1,9,0.0278
"C37H60O7","lipid","aliphatic","aliphatic",0.1343,-1.2432,1.62,0.19,1,8,0.027
"C38H64O6","lipid","aliphatic","aliphatic",0.1143,-1.3684,1.68,0.16,1,7,0.0263
"C35H68O6S1","lipid","aliphatic","aliphatic",-0.0645,-1.5429,1.94,0.17,-5,2,-0.1429
"C40H68O2","lipid","aliphatic","aliphatic",0.1538,-1.6,1.7,0.05,5,7,0.125
"C37H77O2S1P1","lipid","aliphatic","lipid",-0.0882,-1.9189,2.08,0.05,-4,0,-0.1081
"C40H72O4","lipid","aliphatic","aliphatic",0.0789,-1.6,1.8,0.1,1,5,0.025
"C38H76O3","lipid","aliphatic","lipid",-0.0137,-1.8421,2,0.08,-2,1,-0.0526
"C39H80O2","lipid","aliphatic","lipid",-0.0263,-1.9487,2.05,0.05,-2,0,-0.0513
"C34H63O6N1","lipid","aliphatic","aliphatic+N",0,-1.4118,1.85,0.18,-3,4,-0.0882
"C35H67O5N1","lipid","aliphatic","aliphatic+N",-0.0159,-1.5429,1.91,0.14,-3,3,-0.0857
"C36H71O4N1","lipid","aliphatic","aliphatic+N",-0.0303,-1.6667,1.97,0.11,-3,2,-0.0833
"C35H71O7N1","lipid","aliphatic","lipid",-0.1148,-1.5429,2.03,0.2,-7,1,-0.2
"C37H75O3N1","lipid","aliphatic","lipid",-0.0435,-1.7838,2.03,0.08,-3,1,-0.0811
"C28H38O13","lignin","unsaturated/lignin","unsaturated/lignin",0.1628,-0.4286,1.36,0.46,-3,10,-0.1071
"C35H54O9","lipid","aliphatic","aliphatic",0.1475,-1.0286,1.54,0.26,0,9,0
"C36H58O8","lipid","aliphatic","aliphatic",0.125,-1.1667,1.61,0.22,0,8,0
"C38H62O4","lipid","aliphatic","aliphatic",0.1667,-1.4211,1.63,0.11,4,8,0.1053
"C37H62O7","lipid","aliphatic","aliphatic",0.1045,-1.2973,1.68,0.19,0,7,0
"C34H66O7S1","lipid","aliphatic","aliphatic",-0.0847,-1.4706,1.94,0.21,-6,2,-0.1765
"C36H70O3S1","lipid","aliphatic","aliphatic",-0.0149,-1.7222,1.94,0.08,-2,2,-0.0556
"C35H70O6S1","lipid","aliphatic","lipid",-0.0968,-1.6,2,0.17,-6,1,-0.1714
"C37H74O2S1","lipid","aliphatic","lipid",-0.0286,-1.8378,2,0.05,-2,1,-0.0541
"C36H74O5S1","lipid","aliphatic","lipid",-0.1077,-1.7222,2.06,0.14,-6,0,-0.1667
"C41H78O3","lipid","aliphatic","aliphatic",0.038,-1.7561,1.9,0.07,0,3,0
"C35H57O8N1","lipid","aliphatic","aliphatic+N",0.1,-1.0857,1.63,0.23,-1,8,-0.0286
"C33H61O7N1","lipid","aliphatic","aliphatic+N",-0.0175,-1.3333,1.85,0.21,-4,4,-0.1212
"C34H65O6N1","lipid","aliphatic","aliphatic+N",-0.0333,-1.4706,1.91,0.18,-4,3,-0.1176
"C34H70O6N1P1","lipid","aliphatic","lipid",-0.1379,-1.6176,2.06,0.18,-7,1,-0.2059
"C35H69O5N1","lipid","aliphatic","aliphatic+N",-0.0476,-1.6,1.97,0.14,-4,2,-0.1143
"C36H73O4N1","lipid","aliphatic","lipid",-0.0606,-1.7222,2.03,0.11,-4,1,-0.1111
"C35H36O8","lignin","unsaturated/lignin","unsaturated/lignin",0.4516,-0.5714,1.03,0.23,10,18,0.2857
"C35H52O7","lignin","unsaturated/lignin","unsaturated/lignin",0.2063,-1.0857,1.49,0.2,3,10,0.0857
"C36H56O6","lipid","aliphatic","aliphatic",0.1818,-1.2222,1.56,0.17,3,9,0.0833
"C35H56O9","lipid","aliphatic","aliphatic",0.1148,-1.0857,1.6,0.26,-1,8,-0.0286
"C37H60O5","lipid","aliphatic","aliphatic",0.1594,-1.3514,1.62,0.14,3,8,0.0811
"C36H60O8","lipid","aliphatic","aliphatic",0.0938,-1.2222,1.67,0.22,-1,7,-0.0278
"C38H64O4","lipid","aliphatic","aliphatic",0.1389,-1.4737,1.68,0.11,3,7,0.0789
"C37H64O7","lipid","aliphatic","aliphatic",0.0746,-1.3514,1.73,0.19,-1,6,-0.027
"C34H68O7S1","lipid","aliphatic","lipid",-0.1186,-1.5294,2,0.21,-7,1,-0.2059
"C35H72O6S1","lipid","aliphatic","lipid",-0.129,-1.6571,2.06,0.17,-7,0,-0.2
"C33H63O7N1","lipid","aliphatic","aliphatic+N",-0.0526,-1.3939,1.91,0.21,-5,3,-0.1515
"C34H67O6N1","lipid","aliphatic","aliphatic+N",-0.0667,-1.5294,1.97,0.18,-5,2,-0.1471
"C35H71O5N1","lipid","aliphatic","lipid",-0.0794,-1.6571,2.03,0.14,-5,1,-0.1429
"C34H71O8N1","lipid","aliphatic","lipid",-0.1724,-1.5294,2.09,0.24,-9,0,-0.2647
"C34H50O8","lignin","unsaturated/lignin","unsaturated/lignin",0.2,-1,1.47,0.24,2,10,0.0588
"C35H54O7","lipid","aliphatic","aliphatic",0.1746,-1.1429,1.54,0.2,2,9,0.0571
"C36H58O6","lipid","aliphatic","aliphatic",0.1515,-1.2778,1.61,0.17,2,8,0.0556
"C35H58O9","lipid","aliphatic","aliphatic",0.082,-1.1429,1.66,0.26,-2,7,-0.0571
"C36H62O8","lipid","aliphatic","aliphatic",0.0625,-1.2778,1.72,0.22,-2,6,-0.0556
"C38H66O4","lipid","aliphatic","aliphatic",0.1111,-1.5263,1.74,0.11,2,6,0.0526
"C37H66O7","lipid","aliphatic","aliphatic",0.0448,-1.4054,1.78,0.19,-2,5,-0.0541
"C35H70O6","lipid","aliphatic","lipid",-0.0625,-1.6571,2,0.17,-5,1,-0.1429
"C39H70O3","lipid","aliphatic","aliphatic",0.0933,-1.641,1.79,0.08,2,5,0.0513
"C38H70O6","lipid","aliphatic","aliphatic",0.0286,-1.5263,1.84,0.16,-2,4,-0.0526
"C40H78O4","lipid","aliphatic","aliphatic",0,-1.75,1.95,0.1,-2,2,-0.05
"C32H61O8N1","lipid","aliphatic","aliphatic+N",-0.0741,-1.3125,1.91,0.25,-6,3,-0.1875
"C33H65O7N1","lipid","aliphatic","aliphatic+N",-0.0877,-1.4545,1.97,0.21,-6,2,-0.1818
"C34H69O6N1","lipid","aliphatic","lipid",-0.1,-1.5882,2.03,0.18,-6,1,-0.1765
"C33H69O9N1","lipid","aliphatic","lipid",-0.2,-1.4545,2.09,0.27,-10,0,-0.303
"C38H52O5","lignin","unsaturated/lignin","unsaturated/lignin",0.2958,-1.1053,1.37,0.13,8,13,0.2105
"C34H56O10","lipid","aliphatic","aliphatic",0.069,-1.0588,1.65,0.29,-3,7,-0.0882
"C39H56O4","unsaturated_hydrocarbon","unsaturated/lignin","unsaturated/lignin",0.2703,-1.2308,1.44,0.1,8,12,0.2051
"C35H60O9","lipid","aliphatic","aliphatic",0.0492,-1.2,1.71,0.26,-3,6,-0.0857
"C39H60O6","lipid","aliphatic","aliphatic",0.1944,-1.2308,1.54,0.15,4,10,0.1026
"C37H64O5","lipid","aliphatic","aliphatic",0.1014,-1.4595,1.73,0.14,1,6,0.027
"C36H64O8","lipid","aliphatic","aliphatic",0.0312,-1.3333,1.78,0.22,-3,5,-0.0833
"C38H68O4","lipid","aliphatic","aliphatic",0.0833,-1.5789,1.79,0.11,1,5,0.0263
"C37H68O7","lipid","aliphatic","aliphatic",0.0149,-1.4595,1.84,0.19,-3,4,-0.0811
"C39H72O3","lipid","aliphatic","aliphatic",0.0667,-1.6923,1.85,0.08,1,4,0.0256
"C38H72O6","lipid","aliphatic","aliphatic",0,-1.5789,1.89,0.16,-3,3,-0.0789
"C39H76O5","lipid","aliphatic","aliphatic",-0.0137,-1.6923,1.95,0.13,-3,2,-0.0769
"C40H80O4","lipid","aliphatic","lipid",-0.0263,-1.8,2,0.1,-3,1,-0.075
"C32H63O8N1","lipid","aliphatic","aliphatic+N",-0.1111,-1.375,1.97,0.25,-7,2,-0.2188
"C33H67O7N1","lipid","aliphatic","lipid",-0.1228,-1.5152,2.03,0.21,-7,1,-0.2121
"C37H67O4N1","lipid","aliphatic","aliphatic+N",0.0588,-1.5135,1.81,0.11,0,5,0
"C38H71O3N1","lipid","aliphatic","aliphatic+N",0.0423,-1.6316,1.87,0.08,0,4,0
"C38H75O5N1","lipid","aliphatic","aliphatic+N",-0.0435,-1.6316,1.97,0.13,-4,2,-0.1053
"C37H50O6","lignin","unsaturated/lignin","unsaturated/lignin",0.2941,-1.027,1.35,0.16,7,13,0.1892
"C33H54O11","protein","aliphatic","aliphatic",0.0545,-0.9697,1.64,0.33,-4,7,-0.1212
"C38H58O7","lipid","aliphatic","aliphatic",0.1884,-1.1579,1.53,0.18,3,10,0.0789
"C36H62O6","lipid","aliphatic","aliphatic",0.0909,-1.3889,1.72,0.17,0,6,0
"C35H62O9","lipid","aliphatic","aliphatic",0.0164,-1.2571,1.77,0.26,-4,5,-0.1143
"C37H66O5","lipid","aliphatic","aliphatic",0.0725,-1.5135,1.78,0.14,0,5,0
"C36H66O8","lipid","aliphatic","aliphatic",0,-1.3889,1.83,0.22,-4,4,-0.1111
"C40H66O5","lipid","aliphatic","aliphatic",0.1467,-1.4,1.65,0.12,3,8,0.075
"C38H70O4","lipid","aliphatic","aliphatic",0.0556,-1.6316,1.84,0.11,0,4,0
"C37H70O7","lipid","aliphatic","aliphatic",-0.0149,-1.5135,1.89,0.19,-4,3,-0.1081
"C39H74O3","lipid","aliphatic","aliphatic",0.04,-1.7436,1.9,0.08,0,3,0
"C38H74O6","lipid","aliphatic","aliphatic",-0.0286,-1.6316,1.95,0.16,-4,2,-0.1053
"C40H78O2","lipid","aliphatic","aliphatic",0.0256,-1.85,1.95,0.05,0,2,0
"C36H53O8N1","lignin","unsaturated/lignin","unsaturated/lignin",0.1935,-0.9444,1.47,0.22,2,11,0.0556
"C37H69O4N1","lipid","aliphatic","aliphatic+N",0.0294,-1.5676,1.86,0.11,-1,4,-0.027
"C38H73O3N1","lipid","aliphatic","aliphatic+N",0.0141,-1.6842,1.92,0.08,-1,3,-0.0263
"C36H48O7","lignin","unsaturated/lignin","unsaturated/lignin",0.2923,-0.9444,1.33,0.19,6,13,0.1667
"C35H60O7","lipid","aliphatic","aliphatic",0.0794,-1.3143,1.71,0.2,-1,6,-0.0286
"C34H60O10","lipid","aliphatic","aliphatic",0,-1.1765,1.76,0.29,-5,5,-0.1471
"C35H64O9","lipid","aliphatic","aliphatic",-0.0164,-1.3143,1.83,0.26,-5,4,-0.1429
"C36H68O6S1","lipid","aliphatic","aliphatic",-0.0312,-1.5,1.89,0.17,-4,3,-0.1111
"C37H68O5","lipid","aliphatic","aliphatic",0.0435,-1.5676,1.84,0.14,-1,4,-0.027
"C36H68O8","lipid","aliphatic","aliphatic",-0.0312,-1.4444,1.89,0.22,-5,3,-0.1389
"C38H72O4","lipid","aliphatic","aliphatic",0.0278,-1.6842,1.89,0.11,-1,3,-0.0263
"C39H76O3","lipid","aliphatic","aliphatic",0.0133,-1.7949,1.95,0.08,-1,2,-0.0256
"C40H80O2","lipid","aliphatic","lipid",0,-1.9,2,0.05,-1,1,-0.025
"C36H67O5N1","lipid","aliphatic","aliphatic+N",0.0154,-1.5,1.86,0.14,-2,4,-0.0556
"C37H71O4N1","lipid","aliphatic","aliphatic+N",0,-1.6216,1.92,0.11,-2,3,-0.0541
"C38H75O3N1","lipid","aliphatic","aliphatic+N",-0.0141,-1.7368,1.97,0.08,-2,2,-0.0526
"C39H79O2N1","lipid","aliphatic","lipid",-0.027,-1.8462,2.03,0.05,-2,1,-0.0513
"C33H38O10","lignin","unsaturated/lignin","unsaturated/lignin",0.3571,-0.5455,1.15,0.3,5,15,0.1515
"C38H42O6","lignin","unsaturated/lignin","unsaturated/lignin",0.4286,-0.7895,1.11,0.16,12,18,0.3158
"C36H50O7","lignin","unsaturated/lignin","unsaturated/lignin",0.2615,-1,1.39,0.19,5,12,0.1389
"C33H58O11","protein","aliphatic","aliphatic",-0.0182,-1.0909,1.76,0.33,-6,5,-0.1818
"C34H62O10","lipid","aliphatic","aliphatic",-0.0345,-1.2353,1.82,0.29,-6,4,-0.1765
"C38H62O7","lipid","aliphatic","aliphatic",0.1304,-1.2632,1.63,0.18,1,8,0.0263
"C35H66O7S1","lipid","aliphatic","aliphatic",-0.0492,-1.4286,1.89,0.2,-5,3,-0.1429
"C36H70O6S1","lipid","aliphatic","aliphatic",-0.0625,-1.5556,1.94,0.17,-5,2,-0.1389
"C37H70O5","lipid","aliphatic","aliphatic",0.0145,-1.6216,1.89,0.14,-2,3,-0.0541
"C38H74O2S1","lipid","aliphatic","aliphatic",0,-1.7895,1.95,0.05,-1,2,-0.0263
"C39H78O3","lipid","aliphatic","lipid",-0.0133,-1.8462,2,0.08,-2,1,-0.0513
"C35H53O9N1","lipid","aliphatic","aliphatic+N",0.1525,-0.9143,1.51,0.26,0,10,0
"C35H65O6N1","lipid","aliphatic","aliphatic+N",0,-1.4286,1.86,0.17,-3,4,-0.0857
"C36H69O5N1","lipid","aliphatic","aliphatic+N",-0.0154,-1.5556,1.92,0.14,-3,3,-0.0833
"C37H73O4N1","lipid","aliphatic","aliphatic+N",-0.0294,-1.6757,1.97,0.11,-3,2,-0.0811
"C43H69O2N1","lipid","aliphatic","aliphatic+N",0.1951,-1.4419,1.6,0.05,7,10,0.1628
"C36H73O7N1","lipid","aliphatic","lipid",-0.1111,-1.5556,2.03,0.19,-7,1,-0.1944
"C38H77O3N1","lipid","aliphatic","lipid",-0.0423,-1.7895,2.03,0.08,-3,1,-0.0789
"C37H56O6","lipid","aliphatic","aliphatic",0.2059,-1.1892,1.51,0.16,4,10,0.1081
"C38H60O5","lipid","aliphatic","aliphatic",0.1831,-1.3158,1.58,0.13,4,9,0.1053
"C37H60O8","lipid","aliphatic","aliphatic",0.1212,-1.1892,1.62,0.22,0,8,0
"C39H64O4","lipid","aliphatic","aliphatic",0.1622,-1.4359,1.64,0.1,4,8,0.1026
"C38H64O7","lipid","aliphatic","aliphatic",0.1014,-1.3158,1.68,0.18,0,7,0
"C35H68O7S1","lipid","aliphatic","aliphatic",-0.082,-1.4857,1.94,0.2,-6,2,-0.1714
"C40H68O3","lipid","aliphatic","aliphatic",0.1429,-1.55,1.7,0.07,4,7,0.1
"C36H72O6S1","lipid","aliphatic","lipid",-0.0938,-1.6111,2,0.17,-6,1,-0.1667
"C41H76O4","lipid","aliphatic","aliphatic",0.0513,-1.6585,1.85,0.1,0,4,0
"C39H80O3","lipid","aliphatic","lipid",-0.04,-1.8974,2.05,0.08,-3,0,-0.0769
"C34H63O7N1","lipid","aliphatic","aliphatic+N",-0.0169,-1.3529,1.85,0.21,-4,4,-0.1176
"C35H67O6N1","lipid","aliphatic","aliphatic+N",-0.0323,-1.4857,1.91,0.17,-4,3,-0.1143
"C36H71O5N1","lipid","aliphatic","aliphatic+N",-0.0462,-1.6111,1.97,0.14,-4,2,-0.1111
"C37H75O4N1","lipid","aliphatic","lipid",-0.0588,-1.7297,2.03,0.11,-4,1,-0.1081
"C37H58O6","lipid","aliphatic","aliphatic",0.1765,-1.2432,1.57,0.16,3,9,0.0811
"C36H58O9","lipid","aliphatic","aliphatic",0.1111,-1.1111,1.61,0.25,-1,8,-0.0278
"C33H63O9P1","lipid","aliphatic","aliphatic",-0.0909,-1.3636,1.91,0.27,-7,3,-0.2121
"C40H58O6","lignin","unsaturated/lignin","unsaturated/lignin",0.2432,-1.15,1.45,0.15,6,12,0.15
"C38H62O5","lipid","aliphatic","aliphatic",0.1549,-1.3684,1.63,0.13,3,8,0.0789
"C37H62O8","lipid","aliphatic","aliphatic",0.0909,-1.2432,1.68,0.22,-1,7,-0.027
"C36H70O6","lipid","aliphatic","aliphatic",-0.0303,-1.6111,1.94,0.17,-4,2,-0.1111
"C36H74O6S1","lipid","aliphatic","lipid",-0.125,-1.6667,2.06,0.17,-7,0,-0.1944
"C41H78O4","lipid","aliphatic","aliphatic",0.0256,-1.7073,1.9,0.1,-1,3,-0.0244
"C34H65O7N1","lipid","aliphatic","aliphatic+N",-0.0508,-1.4118,1.91,0.21,-5,3,-0.1471
"C35H69O6N1","lipid","aliphatic","aliphatic+N",-0.0645,-1.5429,1.97,0.17,-5,2,-0.1429
"C36H73O5N1","lipid","aliphatic","lipid",-0.0769,-1.6667,2.03,0.14,-5,1,-0.1389
"C42H69O3N1","lipid","aliphatic","aliphatic+N",0.1646,-1.4286,1.64,0.07,5,9,0.119
"C35H52O8","lignin","unsaturated/lignin","unsaturated/lignin",0.1935,-1.0286,1.49,0.23,2,10,0.0571
"C39H52O5","lignin","unsaturated/lignin","unsaturated/lignin",0.3151,-1.0769,1.33,0.13,9,14,0.2308
"C36H56O7","lipid","aliphatic","aliphatic",0.1692,-1.1667,1.56,0.19,2,9,0.0556
"C29H60O12","protein","aliphatic","lipid",-0.2609,-1.2414,2.07,0.41,-12,0,-0.4138
"C39H56O7","lignin","unsaturated/lignin","unsaturated/lignin",0.2394,-1.0769,1.44,0.18,5,12,0.1282
"C37H60O6","lipid","aliphatic","aliphatic",0.1471,-1.2973,1.62,0.16,2,8,0.0541
"C36H60O9","lipid","aliphatic","aliphatic",0.0794,-1.1667,1.67,0.25,-2,7,-0.0556
"C34H64O8","lipid","aliphatic","aliphatic",-0.0333,-1.4118,1.88,0.24,-5,3,-0.1471
"C38H64O5","lipid","aliphatic","aliphatic",0.1268,-1.4211,1.68,0.13,2,7,0.0526
